TIMESTAMP,BBM_EBOX_OUT_VOLTAGE_MEASURED,STATOR_AND_MAIN_BATT_IN_VOLTAGE_MEASURED,BBM_WINCH_OUT_VOLTAGE_MEASURED,STATOR_TO_BBM_CURRENT_MEASURED,MAIN_BATT_TO_BBM_CURRENT_MEASURED,BBM_TO_WINCH_AND_BATT_CURRENT_MEASURED,WINCH_BATT_AND_BBM_TO_WINCH_CURRENT_MEASURED,BBM_TO_EBOX_CURRENT_MEASURED
2018-02-22T11-31-53_0002,11.84,12.07,11.84,0.08,0.40,0.07,0.00,0.16
2018-02-22T11-31-53_0003,11.84,12.08,11.83,0.06,0.23,0.09,0.00,0.24
2018-02-22T11-31-53_0004,11.84,12.10,11.83,0.08,0.22,0.08,-0.02,0.16
2018-02-22T11-31-53_0005,11.84,12.08,11.85,0.07,0.21,0.07,-0.05,0.38
2018-02-22T11-31-53_0006,11.84,12.06,11.84,0.09,0.26,0.11,0.00,0.19
2018-02-22T11-31-53_0007,11.84,12.08,11.83,0.10,0.25,0.09,0.02,0.16
2018-02-22T11-31-53_0008,11.84,12.09,11.84,0.07,0.22,0.09,0.05,0.32
2018-02-22T11-31-53_0009,11.84,12.10,11.84,0.04,0.25,0.07,-0.02,0.20
2018-02-22T11-31-53_0010,11.83,12.08,11.83,0.08,0.24,0.09,0.05,0.23
2018-02-22T11-31-53_0011,11.84,12.10,11.84,0.08,0.21,0.07,0.00,0.18
2018-02-22T11-31-53_0012,11.84,12.08,11.84,0.07,0.23,0.09,0.00,0.24
2018-02-22T11-31-53_0013,11.82,12.08,11.84,0.09,0.49,0.08,0.00,0.21
2018-02-22T11-31-53_0014,11.84,12.09,11.84,0.06,0.22,0.08,0.00,0.16
2018-02-22T11-31-53_0015,11.84,12.09,11.83,0.08,0.22,0.08,0.00,0.18
2018-02-22T11-31-53_0016,11.84,12.09,11.83,0.09,0.21,0.10,-0.05,0.19
2018-02-22T11-31-54_0000,11.83,12.08,11.84,0.07,0.18,0.09,0.05,0.41
2018-02-22T11-31-54_0001,11.84,12.08,11.83,0.10,0.26,0.07,-0.02,0.23
2018-02-22T11-31-54_0002,11.82,12.08,11.84,0.07,0.34,0.09,-0.02,0.35
2018-02-22T11-31-54_0003,11.83,12.08,11.84,0.11,0.52,0.08,0.00,0.20
2018-02-22T11-31-54_0004,11.85,12.08,11.84,0.07,0.25,0.07,0.02,0.17
2018-02-22T11-31-54_0005,11.83,12.06,11.84,0.08,0.48,0.10,0.02,0.17
2018-02-22T11-31-54_0006,11.82,12.09,11.85,0.05,0.34,0.11,-0.07,0.40
2018-02-22T11-31-54_0007,11.82,12.08,11.84,0.07,0.32,0.10,0.00,0.41
2018-02-22T11-31-54_0008,11.83,12.08,11.84,0.09,0.22,0.12,0.00,0.44
2018-02-22T11-31-54_0009,11.84,12.09,11.83,0.08,0.23,0.08,0.00,0.19
2018-02-22T11-31-54_0010,11.84,12.08,11.82,0.08,0.22,0.09,0.05,0.19
2018-02-22T11-31-54_0011,11.84,12.06,11.84,0.07,0.31,0.09,0.00,0.17
2018-02-22T11-31-54_0012,11.82,12.08,11.84,0.07,0.40,0.10,0.02,0.33
2018-02-22T11-31-54_0013,11.83,12.07,11.84,0.07,0.43,0.08,0.02,0.15
2018-02-22T11-31-54_0014,11.84,12.08,11.83,0.05,0.21,0.11,0.00,0.18
2018-02-22T11-31-54_0015,11.84,12.07,11.85,0.09,0.42,0.11,-0.02,0.18
2018-02-22T11-31-54_0016,11.84,12.09,11.83,0.07,0.22,0.07,0.02,0.19
2018-02-22T11-31-55_0000,11.82,12.08,11.84,0.06,0.28,0.08,0.00,0.40
2018-02-22T11-31-55_0001,11.84,12.10,11.84,0.05,0.21,0.09,-0.02,0.17
2018-02-22T11-31-55_0002,11.84,12.07,11.84,0.08,0.27,0.09,-0.02,0.19
2018-02-22T11-31-55_0003,11.85,12.10,11.84,0.05,0.20,0.07,0.07,0.17
2018-02-22T11-31-55_0004,11.83,12.08,11.85,0.07,0.26,0.09,0.00,0.45
2018-02-22T11-31-55_0005,11.84,12.10,11.83,0.07,0.21,0.10,0.02,0.17
2018-02-22T11-31-55_0006,11.84,12.07,11.84,0.08,0.23,0.08,0.05,0.40
2018-02-22T11-31-55_0007,11.84,12.08,11.84,0.07,0.23,0.08,0.02,0.18
2018-02-22T11-31-55_0008,11.84,12.08,11.85,0.08,0.20,0.09,0.05,0.33
2018-02-22T11-31-55_0009,11.83,12.06,11.84,0.07,0.47,0.09,-0.02,0.21
2018-02-22T11-31-55_0010,11.84,12.10,11.84,0.10,0.20,0.09,0.00,0.19
2018-02-22T11-31-55_0011,11.84,12.10,11.84,0.07,0.21,0.08,0.00,0.19
2018-02-22T11-31-55_0012,11.84,12.08,11.84,0.09,0.24,0.06,-0.02,0.20
2018-02-22T11-31-55_0013,11.84,12.10,11.84,0.06,0.20,0.08,0.00,0.20
2018-02-22T11-31-55_0014,11.84,12.07,11.84,0.06,0.24,0.12,0.07,0.17
2018-02-22T11-31-55_0015,11.84,12.10,11.83,0.10,0.21,0.10,0.02,0.20
2018-02-22T11-31-55_0016,11.84,12.08,11.84,0.07,0.21,0.08,0.00,0.17
2018-02-22T11-31-56_0000,11.84,12.10,11.83,0.08,0.20,0.10,0.02,0.19
2018-02-22T11-31-56_0001,11.84,12.06,11.84,0.08,0.43,0.10,0.02,0.15
2018-02-22T11-31-56_0002,11.84,12.07,11.84,0.05,0.37,0.07,0.05,0.17
2018-02-22T11-31-56_0003,11.83,12.07,11.84,0.08,0.43,0.12,-0.02,0.17
2018-02-22T11-31-56_0004,11.84,12.08,11.84,0.07,0.23,0.10,0.00,0.30
2018-02-22T11-31-56_0005,11.84,12.10,11.84,0.05,0.20,0.07,0.00,0.18
2018-02-22T11-31-56_0006,11.84,12.10,11.83,0.08,0.25,0.09,-0.02,0.19
2018-02-22T11-31-56_0007,11.84,12.10,11.84,0.05,0.23,0.07,0.00,0.20
2018-02-22T11-31-56_0008,11.84,12.10,11.84,0.06,0.21,0.08,-0.02,0.19
2018-02-22T11-31-56_0009,11.84,12.06,11.84,0.07,0.34,0.11,0.00,0.20
2018-02-22T11-31-56_0010,11.84,12.10,11.84,0.06,0.22,0.07,-0.02,0.19
2018-02-22T11-31-56_0011,11.83,12.08,11.84,0.05,0.20,0.09,-0.02,0.36
2018-02-22T11-31-56_0012,11.82,12.08,11.84,0.09,0.49,0.10,0.00,0.23
2018-02-22T11-31-56_0013,11.84,12.07,11.84,0.08,0.43,0.10,0.00,0.17
2018-02-22T11-31-56_0014,11.84,12.10,11.84,0.06,0.20,0.10,0.05,0.19
2018-02-22T11-31-56_0015,11.84,12.08,11.83,0.07,0.24,0.09,0.00,0.22
2018-02-22T11-31-56_0016,11.84,12.10,11.83,0.06,0.22,0.09,0.02,0.20
2018-02-22T11-31-56_0017,11.83,12.08,11.84,0.09,0.22,0.08,0.02,0.44
2018-02-22T11-31-57_0000,11.82,12.08,11.85,0.07,0.39,0.09,-0.02,0.30
2018-02-22T11-31-57_0001,11.84,12.08,11.82,0.08,0.25,0.08,0.02,0.20
2018-02-22T11-31-57_0002,11.84,12.08,11.82,0.06,0.24,0.09,0.00,0.18
2018-02-22T11-31-57_0003,11.84,12.07,11.84,0.07,0.35,0.11,-0.05,0.16
2018-02-22T11-31-57_0004,11.84,12.10,11.83,0.07,0.20,0.10,0.07,0.19
2018-02-22T11-31-57_0005,11.83,12.08,11.84,0.09,0.48,0.07,0.00,0.20
2018-02-22T11-31-57_0006,11.82,12.08,11.84,0.06,0.34,0.12,0.07,0.38
2018-02-22T11-31-57_0007,11.84,12.08,11.82,0.09,0.20,0.08,-0.02,0.18
2018-02-22T11-31-57_0008,11.85,12.10,11.85,0.09,0.19,0.10,0.05,0.18
2018-02-22T11-31-57_0009,11.84,12.08,11.83,0.09,0.23,0.12,0.00,0.20
2018-02-22T11-31-57_0010,11.82,12.08,11.85,0.09,0.43,0.09,0.00,0.27
2018-02-22T11-31-57_0011,11.83,12.09,11.84,0.09,0.24,0.08,0.02,0.46
2018-02-22T11-31-57_0012,11.82,12.07,11.84,0.10,0.45,0.07,-0.02,0.27
2018-02-22T11-31-57_0013,11.84,12.08,11.84,0.09,0.22,0.08,-0.02,0.22
2018-02-22T11-31-57_0014,11.84,12.08,11.85,0.07,0.23,0.09,0.00,0.45
2018-02-22T11-31-57_0015,11.84,12.08,11.85,0.09,0.22,0.08,0.02,0.43
2018-02-22T11-31-57_0016,11.83,12.08,11.84,0.10,0.20,0.09,0.00,0.45
2018-02-22T11-31-58_0000,11.81,12.08,11.84,0.07,0.34,0.09,0.07,0.39
2018-02-22T11-31-58_0001,11.84,12.06,11.83,0.05,0.40,0.07,-0.02,0.19
2018-02-22T11-31-58_0002,11.84,12.10,11.84,0.09,0.22,0.11,0.00,0.20
2018-02-22T11-31-58_0003,11.84,12.06,11.83,0.09,0.26,0.09,0.05,0.20
2018-02-22T11-31-58_0004,11.83,12.08,11.84,0.09,0.52,0.10,-0.02,0.19
2018-02-22T11-31-58_0005,11.84,12.08,11.84,0.06,0.23,0.10,0.02,0.24
2018-02-22T11-31-58_0006,11.84,12.09,11.82,0.06,0.25,0.11,0.05,0.20
2018-02-22T11-31-58_0007,11.84,12.07,11.84,0.07,0.33,0.12,0.05,0.17
2018-02-22T11-31-58_0008,11.82,12.08,11.84,0.07,0.32,0.10,0.02,0.37
2018-02-22T11-31-58_0009,11.84,12.08,11.82,0.08,0.21,0.08,0.02,0.19
2018-02-22T11-31-58_0010,11.84,12.10,11.84,0.09,0.19,0.10,0.00,0.19
2018-02-22T11-31-58_0011,11.83,12.08,11.82,0.07,0.22,0.08,0.00,0.17
2018-02-22T11-31-58_0012,11.84,12.08,11.84,0.08,0.25,0.08,0.00,0.20
2018-02-22T11-31-58_0013,11.83,12.08,11.85,0.07,0.21,0.09,0.00,0.45
2018-02-22T11-31-58_0014,11.84,12.06,11.84,0.12,0.24,0.08,-0.02,0.18
2018-02-22T11-31-58_0015,11.84,12.09,11.83,0.07,0.23,0.11,0.02,0.17
2018-02-22T11-31-58_0016,11.84,12.06,11.84,0.07,0.34,0.08,0.02,0.17
2018-02-22T11-31-59_0000,11.84,12.08,11.83,0.07,0.24,0.06,0.02,0.19
2018-02-22T11-31-59_0001,11.82,12.08,11.84,0.07,0.32,0.08,0.00,0.34
2018-02-22T11-31-59_0002,11.84,12.10,11.84,0.06,0.21,0.10,-0.02,0.18
2018-02-22T11-31-59_0003,11.84,12.08,11.83,0.09,0.22,0.07,0.02,0.18
2018-02-22T11-31-59_0004,11.85,12.08,11.84,0.05,0.21,0.09,0.02,0.19
2018-02-22T11-31-59_0005,11.84,12.10,11.84,0.11,0.19,0.07,0.02,0.18
2018-02-22T11-31-59_0006,11.82,12.08,11.85,0.07,0.29,0.08,0.05,0.43
2018-02-22T11-31-59_0007,11.82,12.08,11.84,0.08,0.36,0.08,-0.05,0.35
2018-02-22T11-31-59_0008,11.84,12.08,11.83,0.05,0.24,0.11,-0.02,0.18
2018-02-22T11-31-59_0009,11.84,12.08,11.83,0.08,0.20,0.10,0.00,0.20
2018-02-22T11-31-59_0010,11.84,12.08,11.82,0.09,0.20,0.09,0.00,0.18
2018-02-22T11-31-59_0011,11.84,12.09,11.82,0.10,0.22,0.10,0.05,0.18
2018-02-22T11-31-59_0012,11.84,12.08,11.82,0.08,0.23,0.11,0.00,0.17
2018-02-22T11-31-59_0013,11.84,12.10,11.84,0.10,0.22,0.07,-0.05,0.19
2018-02-22T11-31-59_0014,11.84,12.08,11.82,0.09,0.21,0.10,-0.07,0.18
2018-02-22T11-31-59_0015,11.84,12.08,11.82,0.09,0.20,0.10,0.00,0.15
2018-02-22T11-31-59_0016,11.84,12.06,11.83,0.09,0.37,0.09,0.00,0.19
2018-02-22T11-32-00_0000,11.83,12.07,11.84,0.07,0.48,0.07,0.02,0.19
2018-02-22T11-32-00_0001,11.84,12.08,11.85,0.09,0.20,0.09,0.02,0.30
2018-02-22T11-32-00_0002,11.84,12.08,11.82,0.08,0.20,0.08,0.05,0.18
2018-02-22T11-32-00_0003,11.84,12.08,11.84,0.08,0.21,0.09,0.00,0.16
2018-02-22T11-32-00_0004,11.84,12.10,11.84,0.08,0.20,0.09,0.02,0.17
2018-02-22T11-32-00_0005,11.84,12.07,11.84,0.08,0.25,0.10,0.02,0.16
2018-02-22T11-32-00_0006,11.84,12.08,11.84,0.07,0.21,0.10,-0.02,0.29
2018-02-22T11-32-00_0007,11.84,12.10,11.83,0.05,0.24,0.08,-0.02,0.16
2018-02-22T11-32-00_0008,11.84,12.06,11.84,0.06,0.30,0.08,-0.02,0.19
2018-02-22T11-32-00_0009,11.82,12.08,11.84,0.06,0.46,0.10,0.00,0.23
2018-02-22T11-32-00_0010,11.84,12.09,11.84,0.11,0.21,0.11,0.02,0.24
2018-02-22T11-32-00_0011,11.84,12.08,11.83,0.06,0.20,0.07,-0.02,0.21
2018-02-22T11-32-00_0012,11.84,12.08,11.82,0.09,0.20,0.10,-0.02,0.18
2018-02-22T11-32-00_0013,11.83,12.06,11.84,0.09,0.47,0.11,0.00,0.15
2018-02-22T11-32-00_0014,11.84,12.10,11.84,0.04,0.20,0.07,0.00,0.19
2018-02-22T11-32-00_0015,11.84,12.08,11.83,0.08,0.22,0.12,0.00,0.17
2018-02-22T11-32-00_0016,11.84,12.09,11.84,0.06,0.25,0.10,0.00,0.17
2018-02-22T11-32-01_0000,11.84,12.10,11.83,0.06,0.21,0.09,0.05,0.20
2018-02-22T11-32-01_0001,11.84,12.09,11.83,0.09,0.18,0.08,0.00,0.18
2018-02-22T11-32-01_0002,11.84,12.06,11.83,0.07,0.42,0.09,0.00,0.18
2018-02-22T11-32-01_0003,11.84,12.08,11.84,0.08,0.22,0.08,0.05,0.23
2018-02-22T11-32-01_0004,11.84,12.09,11.84,0.08,0.20,0.08,0.05,0.19
2018-02-22T11-32-01_0005,11.84,12.08,11.82,0.10,0.25,0.07,0.02,0.21
2018-02-22T11-32-01_0006,11.82,12.08,11.84,0.09,0.45,0.09,0.00,0.24
2018-02-22T11-32-01_0007,11.84,12.09,11.83,0.09,0.19,0.07,0.02,0.16
2018-02-22T11-32-01_0008,11.84,12.06,11.84,0.07,0.40,0.06,0.02,0.19
2018-02-22T11-32-01_0009,11.84,12.08,11.82,0.09,0.19,0.10,0.05,0.20
2018-02-22T11-32-01_0010,11.84,12.08,11.85,0.08,0.22,0.10,-0.02,0.31
2018-02-22T11-32-01_0011,11.84,12.08,11.84,0.07,0.22,0.09,-0.05,0.27
2018-02-22T11-32-01_0012,11.84,12.10,11.83,0.07,0.18,0.10,-0.02,0.19
2018-02-22T11-32-01_0013,11.83,12.06,11.84,0.07,0.39,0.09,0.02,0.19
2018-02-22T11-32-01_0014,11.83,12.08,11.84,0.08,0.21,0.11,0.02,0.47
2018-02-22T11-32-01_0015,11.84,12.08,11.82,0.09,0.25,0.11,0.05,0.18
2018-02-22T11-32-01_0016,11.84,12.06,11.84,0.05,0.30,0.09,-0.02,0.18
2018-02-22T11-32-01_0017,11.82,12.08,11.84,0.07,0.51,0.09,0.00,0.20
2018-02-22T11-32-02_0000,11.84,12.08,11.85,0.10,0.19,0.12,-0.02,0.40
2018-02-22T11-32-02_0001,11.84,12.08,11.82,0.07,0.19,0.11,-0.02,0.19
2018-02-22T11-32-02_0002,11.83,12.08,11.83,0.09,0.22,0.08,0.00,0.26
2018-02-22T11-32-02_0003,11.84,12.08,11.84,0.07,0.21,0.11,0.02,0.39
2018-02-22T11-32-02_0004,11.82,12.08,11.84,0.07,0.40,0.08,0.00,0.29
2018-02-22T11-32-02_0005,11.81,12.08,11.84,0.06,0.29,0.09,0.00,0.41
2018-02-22T11-32-02_0006,11.82,12.08,11.84,0.08,0.23,0.08,0.00,0.45
2018-02-22T11-32-02_0007,11.82,12.08,11.84,0.07,0.31,0.10,0.02,0.39
2018-02-22T11-32-02_0008,11.84,12.08,11.83,0.07,0.22,0.10,0.05,0.24
2018-02-22T11-32-02_0009,11.82,12.08,11.84,0.08,0.27,0.10,0.05,0.48
2018-02-22T11-32-02_0010,11.84,12.09,11.84,0.09,0.20,0.09,0.00,0.19
2018-02-22T11-32-02_0011,11.84,12.08,11.84,0.07,0.24,0.09,-0.05,0.24
2018-02-22T11-32-02_0012,11.84,12.10,11.84,0.06,0.21,0.06,0.02,0.18
2018-02-22T11-32-02_0013,11.84,12.08,11.82,0.07,0.22,0.07,-0.05,0.18
2018-02-22T11-32-02_0014,11.81,12.08,11.84,0.06,0.42,0.09,0.05,0.26
2018-02-22T11-32-02_0015,11.84,12.09,11.82,0.10,0.22,0.06,0.00,0.18
2018-02-22T11-32-02_0016,11.82,12.08,11.84,0.07,0.33,0.08,-0.02,0.39
2018-02-22T11-32-03_0000,11.84,12.10,11.84,0.09,0.23,0.08,-0.02,0.19
2018-02-22T11-32-03_0001,11.83,12.07,11.84,0.09,0.47,0.11,-0.07,0.17
2018-02-22T11-32-03_0002,11.84,12.08,11.83,0.08,0.20,0.11,0.00,0.24
2018-02-22T11-32-03_0003,11.84,12.10,11.84,0.07,0.21,0.08,0.00,0.18
2018-02-22T11-32-03_0004,11.83,12.08,11.84,0.07,0.51,0.07,0.02,0.22
2018-02-22T11-32-03_0005,11.82,12.08,11.84,0.09,0.32,0.09,-0.07,0.42
2018-02-22T11-32-03_0006,11.84,12.08,11.82,0.08,0.20,0.11,-0.02,0.19
2018-02-22T11-32-03_0007,11.83,12.07,11.84,0.05,0.49,0.12,0.02,0.21
2018-02-22T11-32-03_0008,11.84,12.09,11.84,0.08,0.22,0.11,0.00,0.20
2018-02-22T11-32-03_0009,11.84,12.09,11.83,0.07,0.22,0.10,0.07,0.20
2018-02-22T11-32-03_0010,11.84,12.06,11.84,0.08,0.31,0.11,-0.02,0.17
2018-02-22T11-32-03_0011,11.84,12.08,11.82,0.06,0.27,0.09,-0.05,0.21
2018-02-22T11-32-03_0012,11.84,12.08,11.82,0.09,0.21,0.09,-0.05,0.19
2018-02-22T11-32-03_0013,11.84,12.06,11.84,0.08,0.30,0.09,0.05,0.18
2018-02-22T11-32-03_0014,11.84,12.08,11.83,0.07,0.25,0.07,-0.05,0.21
2018-02-22T11-32-03_0015,11.82,12.08,11.84,0.09,0.22,0.08,-0.05,0.46
2018-02-22T11-32-03_0016,11.84,12.07,11.84,0.08,0.33,0.09,0.05,0.18
2018-02-22T11-32-04_0000,11.84,12.08,11.84,0.06,0.24,0.10,0.00,0.19
2018-02-22T11-32-04_0001,11.84,12.09,11.82,0.09,0.25,0.10,0.02,0.20
2018-02-22T11-32-04_0002,11.82,12.08,11.84,0.09,0.37,0.09,-0.02,0.36
2018-02-22T11-32-04_0003,11.84,12.10,11.84,0.09,0.19,0.08,0.00,0.17
2018-02-22T11-32-04_0004,11.84,12.06,11.84,0.08,0.30,0.08,0.00,0.19
2018-02-22T11-32-04_0005,11.82,12.08,11.84,0.09,0.47,0.06,0.05,0.25
2018-02-22T11-32-04_0006,11.81,12.09,11.84,0.10,0.34,0.08,0.05,0.42
2018-02-22T11-32-04_0007,11.82,12.08,11.84,0.07,0.32,0.07,0.00,0.34
2018-02-22T11-32-04_0008,11.84,12.08,11.83,0.08,0.23,0.11,-0.02,0.23
2018-02-22T11-32-04_0009,11.83,12.08,11.84,0.07,0.22,0.06,0.02,0.31
2018-02-22T11-32-04_0010,11.83,12.08,11.84,0.09,0.20,0.10,0.02,0.44
2018-02-22T11-32-04_0011,11.84,12.10,11.84,0.05,0.24,0.09,0.05,0.19
2018-02-22T11-32-04_0012,11.84,12.08,11.84,0.06,0.25,0.06,-0.02,0.32
2018-02-22T11-32-04_0013,11.81,12.08,11.85,0.09,0.35,0.09,0.00,0.30
2018-02-22T11-32-04_0014,11.82,12.07,11.84,0.05,0.40,0.10,0.02,0.27
2018-02-22T11-32-04_0015,11.84,12.08,11.85,0.06,0.21,0.09,0.02,0.38
2018-02-22T11-32-04_0016,11.84,12.08,11.82,0.09,0.23,0.10,0.02,0.17
2018-02-22T11-32-05_0000,11.84,12.08,11.83,0.06,0.23,0.11,0.05,0.19
2018-02-22T11-32-05_0001,11.84,12.08,11.82,0.07,0.20,0.12,0.00,0.17
2018-02-22T11-32-05_0002,11.82,12.09,11.84,0.08,0.28,0.08,0.05,0.44
2018-02-22T11-32-05_0003,11.84,12.08,11.82,0.09,0.20,0.07,-0.02,0.19
2018-02-22T11-32-05_0004,11.83,12.07,11.84,0.06,0.50,0.09,0.02,0.19
2018-02-22T11-32-05_0005,11.84,12.08,11.82,0.07,0.20,0.09,0.02,0.19
2018-02-22T11-32-05_0006,11.84,12.06,11.84,0.09,0.39,0.12,-0.05,0.18
2018-02-22T11-32-05_0007,11.84,12.08,11.84,0.05,0.23,0.10,0.00,0.25
2018-02-22T11-32-05_0008,11.85,12.06,11.85,0.07,0.32,0.10,0.00,0.20
2018-02-22T11-32-05_0009,11.84,12.10,11.83,0.07,0.22,0.09,0.07,0.15
2018-02-22T11-32-05_0010,11.84,12.08,11.83,0.06,0.23,0.09,-0.02,0.17
2018-02-22T11-32-05_0011,11.83,12.08,11.85,0.08,0.20,0.10,-0.02,0.46
2018-02-22T11-32-05_0012,11.82,12.08,11.84,0.07,0.25,0.08,0.00,0.44
2018-02-22T11-32-05_0013,11.84,12.08,11.83,0.07,0.24,0.09,0.00,0.20
2018-02-22T11-32-05_0014,11.84,12.09,11.83,0.07,0.22,0.10,0.02,0.18
2018-02-22T11-32-05_0015,11.84,12.06,11.84,0.10,0.35,0.11,0.02,0.16
2018-02-22T11-32-05_0016,11.84,12.08,11.82,0.07,0.22,0.09,0.00,0.19
2018-02-22T11-32-06_0000,11.84,12.08,11.82,0.06,0.24,0.08,0.00,0.17
2018-02-22T11-32-06_0001,11.84,12.08,11.83,0.03,0.25,0.08,-0.02,0.18
2018-02-22T11-32-06_0002,11.84,12.08,11.83,0.09,0.21,0.06,0.05,0.20
2018-02-22T11-32-06_0003,11.84,12.08,11.84,0.09,0.25,0.09,0.00,0.32
2018-02-22T11-32-06_0004,11.82,12.08,11.84,0.06,0.29,0.08,-0.02,0.41
2018-02-22T11-32-06_0005,11.82,12.08,11.84,0.07,0.22,0.09,0.00,0.45
2018-02-22T11-32-06_0006,11.83,12.06,11.84,0.08,0.48,0.10,0.00,0.18
2018-02-22T11-32-06_0007,11.84,12.07,11.84,0.07,0.27,0.09,0.02,0.16
2018-02-22T11-32-06_0008,11.84,12.08,11.83,0.09,0.24,0.10,-0.02,0.22
2018-02-22T11-32-06_0009,11.84,12.08,11.84,0.08,0.22,0.08,-0.05,0.26
2018-02-22T11-32-06_0010,11.83,12.08,11.82,0.09,0.24,0.08,0.00,0.16
2018-02-22T11-32-06_0011,11.84,12.08,11.82,0.06,0.25,0.10,0.00,0.16
2018-02-22T11-32-06_0012,11.82,12.08,11.84,0.09,0.23,0.10,-0.09,0.47
2018-02-22T11-32-06_0013,11.84,12.08,11.84,0.07,0.24,0.09,0.05,0.30
2018-02-22T11-32-06_0014,11.83,12.07,11.84,0.07,0.23,0.08,0.00,0.31
2018-02-22T11-32-06_0015,11.84,12.10,11.83,0.07,0.22,0.07,0.02,0.17
2018-02-22T11-32-06_0016,11.84,12.07,11.84,0.07,0.35,0.10,0.00,0.19
2018-02-22T11-32-06_0017,11.84,12.08,11.83,0.07,0.23,0.10,0.07,0.17
2018-02-22T11-32-07_0000,11.81,12.08,11.84,0.06,0.45,0.08,0.05,0.27
2018-02-22T11-32-07_0001,11.84,12.08,11.82,0.09,0.22,0.11,0.02,0.19
2018-02-22T11-32-07_0002,11.84,12.10,11.83,0.09,0.21,0.08,0.00,0.18
2018-02-22T11-32-07_0003,11.84,12.08,11.82,0.09,0.21,0.11,-0.05,0.18
2018-02-22T11-32-07_0004,11.84,12.07,11.84,0.07,0.37,0.12,0.02,0.18
2018-02-22T11-32-07_0005,11.82,12.08,11.84,0.09,0.36,0.09,0.00,0.30
2018-02-22T11-32-07_0006,11.84,12.08,11.84,0.07,0.20,0.07,0.02,0.24
2018-02-22T11-32-07_0007,11.84,12.07,11.84,0.09,0.32,0.13,-0.02,0.15
2018-02-22T11-32-07_0008,11.84,12.10,11.84,0.05,0.22,0.08,-0.05,0.21
2018-02-22T11-32-07_0009,11.82,12.08,11.84,0.10,0.36,0.07,0.02,0.33
2018-02-22T11-32-07_0010,11.84,12.10,11.83,0.08,0.20,0.10,0.02,0.18
2018-02-22T11-32-07_0011,11.84,12.09,11.83,0.08,0.23,0.11,0.02,0.22
2018-02-22T11-32-07_0012,11.84,12.08,11.84,0.05,0.22,0.10,-0.07,0.33
2018-02-22T11-32-07_0013,11.83,12.08,11.85,0.09,0.25,0.08,0.00,0.47
2018-02-22T11-32-07_0014,11.82,12.08,11.84,0.09,0.50,0.11,-0.02,0.20
2018-02-22T11-32-07_0015,11.82,12.08,11.84,0.06,0.49,0.08,0.02,0.20
2018-02-22T11-32-07_0016,11.82,12.08,11.84,0.06,0.49,0.10,0.02,0.21
2018-02-22T11-32-08_0000,11.83,12.07,11.84,0.06,0.45,0.10,0.00,0.17
2018-02-22T11-32-08_0001,11.84,12.06,11.84,0.08,0.43,0.07,0.05,0.17
2018-02-22T11-32-08_0002,11.84,12.07,11.84,0.08,0.23,0.11,0.05,0.17
2018-02-22T11-32-08_0003,11.84,12.09,11.84,0.06,0.21,0.08,0.00,0.18
2018-02-22T11-32-08_0004,11.84,12.10,11.84,0.07,0.23,0.07,0.00,0.19
2018-02-22T11-32-08_0005,11.84,12.10,11.84,0.08,0.20,0.08,0.02,0.19
2018-02-22T11-32-08_0006,11.84,12.10,11.83,0.05,0.20,0.07,0.02,0.18
2018-02-22T11-32-08_0007,11.84,12.08,11.82,0.07,0.22,0.07,0.00,0.20
2018-02-22T11-32-08_0008,11.84,12.08,11.82,0.10,0.20,0.08,-0.07,0.19
2018-02-22T11-32-08_0009,11.84,12.08,11.85,0.09,0.20,0.09,0.02,0.41
2018-02-22T11-32-08_0010,11.84,12.09,11.83,0.07,0.22,0.11,-0.05,0.21
2018-02-22T11-32-08_0011,11.82,12.08,11.84,0.07,0.37,0.10,0.05,0.38
2018-02-22T11-32-08_0012,11.84,12.07,11.84,0.10,0.37,0.11,-0.02,0.20
2018-02-22T11-32-08_0013,11.82,12.08,11.85,0.09,0.37,0.09,0.07,0.34
2018-02-22T11-32-08_0014,11.84,12.08,11.83,0.08,0.21,0.07,0.02,0.18
2018-02-22T11-32-08_0015,11.84,12.06,11.84,0.07,0.44,0.04,0.00,0.18
2018-02-22T11-32-08_0016,11.82,12.08,11.84,0.07,0.45,0.08,0.00,0.20
2018-02-22T11-32-09_0000,11.84,12.09,11.83,0.09,0.23,0.09,-0.02,0.18
2018-02-22T11-32-09_0001,11.84,12.08,11.84,0.09,0.19,0.08,0.00,0.41
2018-02-22T11-32-09_0002,11.84,12.08,11.83,0.06,0.21,0.09,0.02,0.18
2018-02-22T11-32-09_0003,11.84,12.07,11.84,0.10,0.29,0.10,0.05,0.18
2018-02-22T11-32-09_0004,11.82,12.08,11.84,0.07,0.50,0.10,-0.02,0.22
2018-02-22T11-32-09_0005,11.84,12.08,11.82,0.07,0.19,0.07,-0.02,0.20
2018-02-22T11-32-09_0006,11.82,12.08,11.84,0.07,0.28,0.10,-0.02,0.43
2018-02-22T11-32-09_0007,11.84,12.10,11.84,0.09,0.22,0.10,-0.02,0.19
2018-02-22T11-32-09_0008,11.84,12.09,11.83,0.09,0.22,0.11,0.05,0.21
2018-02-22T11-32-09_0009,11.84,12.10,11.84,0.08,0.22,0.07,0.02,0.17
2018-02-22T11-32-09_0010,11.84,12.08,11.82,0.08,0.20,0.09,0.00,0.17
2018-02-22T11-32-09_0011,11.82,12.08,11.85,0.07,0.36,0.10,0.05,0.35
